Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Measure_Description,PEoC_Assessed_Response,EHR_Use_Response,HIE_Response,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator
230024,SINAI-GRACE HOSPITAL,6071 W OUTER DR ,DETROIT,MI,48235,Wayne,0.09895081390642882,568.83,6015.0,-0.019883135341917012,89.6,6015,,Not Available,Not Available,0.5533415963984197,324,325,0.5641870639868176,312,325,0.45845492085690953,494,499,0.44404585298775223,518,518,0.8959299208832914,295,317,-0.617430296880355,64,317,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.03837505878583137,147,267,0.27045362284630686,96,267,0.7382948352579394,363,363,0.9757690969141347,95,96
230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVENUE H-11 ,PONTIAC,MI,48341,Oakland,-0.04972249579872661,30.85,8692.0,-0.040339361889891935,20.88,8692,0.6608968192463612,30,33,0.5191435378330626,313,316,0.7067877624073791,313,316,0.48956902408176084,560,562,0.0027409152763774613,519,555,0.35611891902232773,183,236,0.5850462378880332,126,236,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.5978549400873694,146,230,1.2448389476695132,110,230,0.409780543514036,284,311,1.0257869969115876,63,63
230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR ,ALMA,MI,48801,Gratiot,-0.04854566221266997,14.65,3487.0,-0.009655022067929547,73.73,3487,0.7381676057485057,27,29,-0.8332828094937971,292,396,-0.9015610984671513,256,396,0.4501902371878083,254,257,0.2604521192711553,252,259,-1.7798213918205716,15,93,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,2.0977558281673034,55,66,1.0494693543182725,30,66,0.7182357828818715,186,187,0.4755900969396055,32,36
230036,MIDMICHGAN MEDICAL CENTER - ALPENA,1501 W CHISHOLM ST ,ALPENA,MI,49707,Alpena,-0.008925598148763116,116.36,4085.0,-0.03050463758798092,33.92,4085,,Not Available,Not Available,0.4897545812534588,329,334,0.34537681198411946,305,334,0.38115582065766934,452,464,0.37060835950111365,458,463,-0.7965445218070762,107,241,-0.056395311230887195,86,241,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.9371272316480196,87,128,0.6538048837497926,52,128,0.552843218950897,272,286,0.17548269695488808,43,52
230037,HILLSDALE HOSPITAL,168 S HOWELL ST ,HILLSDALE,MI,49242,Hillsdale,-0.045799717178537806,13.8,2299.0,-0.03915919497366262,7,2299,0.5067080808836347,45,52,0.4881515472582076,385,391,0.679670252543797,385,391,0.5070707071457397,401,401,0.44404585298775223,401,401,0.6764577931936855,203,234,1.7933178402938597,203,234,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,0.9529952007410573,45,66,0.4280627065582326,25,66,,Not Available,Not Available,1.0257869969115876,17,17
230041,MCLAREN BAY REGION,1900 COLUMBUS AVE ,BAY CITY,MI,48708,Bay,-0.005395097390593196,23.58,765.0,-0.04427325161065635,0,765,0.24314060363659334,34,43,0.4897545812534588,919,933,0.6609685216033951,915,933,0.4555379736795796,837,846,0.44404585298775223,846,846,1.104619741190365,526,531,1.4546685752310757,411,531,Assessment of Patient Experience of Care,No,Paper or Other Form,No,1.107141186216274,125,178,0.03978616178874887,59,178,0.5740376893859876,441,461,1.0257869969115876,87,87
230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,1500 E MEDICAL CENTER DR ,ANN ARBOR,MI,48109,Washtenaw,-0.04540743931651893,80.27,12663.0,-0.04309308469442703,10.4,12663,,Not Available,Not Available,0.5095253338615562,523,529,0.13264462253705228,459,529,0.5070707071457397,353,353,0.3672084755433991,351,355,,Not Available,Not Available,-1.3486953943795645,0,115,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.7607503893342307,112,142,2.289820007905354,86,142,0.6266453927873731,296,305,0.42557219694215265,154,175
230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD ,CLINTON TOWNSHIP,MI,48038,Macomb,-0.04776110648863221,84.3,17496.0,-0.032864971420439565,122,17496,-0.4184243492927261,38,63,-1.017097374282592,438,623,-0.9450426229035851,397,623,0.23919772469428516,634,671,0.2924110284736739,658,673,-1.3443553001131445,108,377,-0.6185168720623747,76,377,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.0935400698508144,187,267,0.9772318576169731,119,267,0.6501106993405091,293,300,0.6756616969294172,4556,4911
230054,MARQUETTE GENERAL HOSPITAL,580 W COLLEGE AVE ,MARQUETTE,MI,49855,Marquette,-0.05089932938478325,22.97,8004.0,-0.029324470671751594,73.58,8004,-1.2909844178763035,21,59,-0.7141239491801304,667,878,-0.9366268439804044,561,878,0.20662514788076886,516,550,0.34476924142248183,541,549,-0.29047170756242235,191,324,-0.9908499677677671,32,324,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.1010962456094031,101,144,0.6250740611981395,58,144,0.16415177007879064,274,323,0.225500596952341,72,86
230059,MERCY HEALTH SAINT MARY'S,200 JEFFERSON SE ,GRAND RAPIDS,MI,49503,Kent,-0.05246844083285876,54.09,29961.0,-0.038765806001586176,103.73,29961,0.6037376073132683,25,28,0.3326572497188494,860,900,0.43935300995963733,840,900,0.36219566400502556,684,705,0.4250065028245495,712,714,-1.3840063659714883,107,389,-1.0506116027788466,32,389,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.10670351577907872,302,530,0.10627749397971767,180,530,0.2689887041952204,332,379,1.0257869969115876,74,74
230066,MERCY HEALTH HACKLEY CAMPUS,1700 CLINTON STREET ,MUSKEGON,MI,49442,Muskegon,-0.04266149428238677,46.01,5766.0,-0.029324470671751594,52.36,5766,-0.5863736386763827,15,27,0.06708795117224767,231,255,-0.14741379829546025,206,255,0.19738814848589126,397,424,0.18701462578451672,407,423,-0.6939386934894316,116,245,-0.7869360252754172,38,245,Assessment of Patient Experience of Care,No,Certified EHR Technology,No,0.6839953437352856,84,130,0.09724780689205531,44,130,0.651246117399532,298,305,-1.2250185029737937,59,108
230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE ,HOLLAND,MI,49423,Ottawa,-0.04854566221266997,20.87,4948.0,-0.04151952880612126,7.78,4948,0.9816235084264955,15,15,0.5699062810160147,257,257,0.7512043733908328,257,257,0.4881105504930959,509,511,0.430446317156893,511,512,0.9620150306471977,226,238,-1.1205146061554427,15,238,Assessment of Patient Experience of Care,No,Certified EHR Technology,No,0.040209169103495083,46,82,-0.278715528212434,24,82,0.700069093937508,295,298,0.3755542969446997,40,46
230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVE ,BATTLE CREEK,MI,49016,Calhoun,-0.054822108004972045,3.5,7244.0,-0.04427325161065635,0,7244,,Not Available,Not Available,-1.1009894867007333,277,403,-1.2559588997877604,230,403,0.1842618861879073,464,497,-0.00677875980522389,465,498,-0.8977590846560067,100,241,-0.7173952136261609,42,241,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,1.4169443923184264,110,148,1.867066476073886,82,148,0.5906904875849872,296,308,0.8757332969192289,455,467
230092,ALLEGIANCE HEALTH,205 N EAST AVE ,JACKSON,MI,49201,Jackson,-0.04344605000642453,15.57,2084.0,-0.04427325161065635,0,2084,,0,0,-0.6409187300636625,157,203,-0.6766727839088236,141,203,0.09043341865046545,160,175,-0.10333546420432303,160,174,,Not Available,Not Available,-1.3486953943795645,0,19,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.6134049620417432,30,39,0.8967855544723446,17,39,0.6595725164990317,94,96,1.0257869969115876,35,35
230097,MUNSON MEDICAL CENTER,1105 SIXTH ST ,TRAVERSE CITY,MI,49684,Grand Traverse,-0.03206999200787702,59.37,4129.0,-0.01516246767699972,72.93,4129,-1.7105048066938826,41,173,-0.5506144816645163,196,248,-0.39895207944386046,187,248,-0.4876082803237253,377,474,0.3869278024981441,472,476,-1.0438419588709587,88,236,-0.18243803234516393,76,236,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.3855264012710164,54,89,-0.09894266710351879,28,89,0.7118017472140761,283,285,1.0257869969115876,43,43
230099,PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST ,MONROE,MI,48162,Monroe,-0.054037552280934285,4.3,4110.0,-0.04309308469442703,2.87,4110,-0.13262828962725995,26,38,0.368992686944541,410,426,0.5426800734053562,407,426,0.35733408537614286,440,454,0.04761938351821199,436,463,-0.24351649799333097,161,267,0.31992189347524397,123,267,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.49174560430117664,52,106,-0.4355037312800267,29,106,0.5513293282055337,308,324,1.0257869969115876,31,31
230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,1 ATKINSON DR ,LUDINGTON,MI,49431,Mason,-0.015986599665102953,32.7,1346.0,-0.04427325161065635,0,1346,,Not Available,Not Available,0.4918919599137939,270,274,0.495458202780842,259,274,0.5070707071457397,274,274,0.44404585298775223,274,274,0.30255519847684526,76,100,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.881967148610319,39,58,0.14896328748503054,20,58,0.661086407244395,96,98,0.825715396921776,25,26
230117,BORGESS MEDICAL CENTER,1521 GULL ROAD ,KALAMAZOO,MI,49048,Kalamazoo,-0.05246844083285876,25.85,13092.0,-0.04348647366650347,6.93,13092,0.3094735162503068,17,21,-1.0870965254085574,396,574,-1.0488372296228137,353,574,0.3826142942463343,418,429,0.3808080113742573,426,430,-0.770458294268692,107,237,-1.1806384328938622,11,237,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.8660991795172823,185,276,0.08493459722706125,93,276,0.6501106993405091,293,300,0.9257511969166818,97,99
230121,MEMORIAL HEALTHCARE CENTER,826 WEST KING ST ,OWOSSO,MI,48867,Shiawassee,-0.05286071869487764,9.43,5320.0,-0.04348647366650347,1.92,5320,0.6877122520050964,11,12,0.44059487206575776,242,248,0.6193571702610025,241,248,0.4521348686393618,614,621,0.3794480577911717,625,631,0.8656698969387655,354,384,1.8393161896660237,338,384,Assessment of Patient Experience of Care,Yes,Paper or Other Form,Yes,0.9265485855859948,78,115,0.673506019213783,47,115,0.17701984141438146,379,445,0.9257511969166818,45,46
230130,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD ,ROYAL OAK,MI,48073,Oakland,-0.05286071869487764,14.54,8535.0,-0.04348647366650347,3.53,8535,-0.19437435190066313,12,18,0.3561684149825323,312,325,0.5496932225080063,311,325,0.49783370775086205,524,525,0.4182067349091204,525,527,-0.3697738392791104,102,180,0.18047807844939165,76,180,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.8494755928483865,157,235,0.6718642579251174,96,235,0.3988048356101501,274,301,0.9257511969166818,39,40
230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA HEALTH INFORMATION SERVICES,FLINT,MI,48503,Genesee,-0.023832156905480545,218.27,11191.0,-0.024210414034757863,136.03,11191,,Not Available,Not Available,0.5699062810160147,217,217,0.5786809054656289,209,217,0.3461524545297117,555,574,0.3610886844195123,568,575,0.7804548869800437,350,390,0.08159973688560565,154,390,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.21777929943033875,83,142,0.2088875745213359,50,142,0.5104542780807163,281,299,-2.2753944029203046,101,301
230141,MCLAREN FLINT,401 SOUTH BALLENGER HWY ,FLINT,MI,48532,Genesee,-0.04854566221266997,45.8,10829.0,-0.036798861141203974,48.3,10829,,Not Available,Not Available,0.35349669165711395,237,247,0.2780505805986741,222,247,0.35393098033592435,553,571,-0.17405305052479036,520,572,-0.7638497832923011,146,322,-0.17881611507176537,104,322,Assessment of Patient Experience of Care,No,Certified EHR Technology,Yes,0.7255543104075254,116,178,1.1923025864322048,84,178,0.5906904875849872,148,154,-2.3754302029152106,51,161
230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE ,WYANDOTTE,MI,48192,Wayne,-0.05129160724680212,22.0,8307.0,-0.03168480450421024,63,8307,,Not Available,Not Available,-2.008306728012866,177,342,-2.0788350611654276,135,342,0.44435634283314845,535,542,0.3937275704135742,538,542,-0.734633208449311,163,353,-0.014743262586801505,130,353,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.21702368185447946,135,231,0.1612764971500252,80,231,0.5922043783303511,299,311,0.4755900969396055,79,89
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,28050 GRAND RIVER ,FARMINGTON HILLS,MI,48336,Oakland,1.7849610648635739,9623.04,8546.0,-0.038372417029509734,30.15,8546,,Not Available,Not Available,-3.2495893850023148,73,256,-2.7189018026006693,66,256,0.4069221873907494,570,582,0.3950875239966598,550,554,0.22986157773654778,17,23,0.5408588471525684,12,23,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,No,0.3636134915711081,32,53,0.5708959386721647,21,53,0.34127698728633316,273,305,0.7756974969243231,71,75
230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR PO BOX 995,ANN ARBOR,MI,48106,Washtenaw,-0.0536452744189154,7.78,6122.0,-0.04112613983404482,11.36,6122,,Not Available,Not Available,0.024874722630634574,264,294,-0.6322561729253698,207,294,0.49734754988797353,489,490,0.430446317156893,489,490,-0.24595121256358018,156,259,-0.20199638562151734,82,259,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.396542717770236,97,131,1.7053529891402959,70,131,0.5483015467148066,284,299,0.8757332969192289,70,72
230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD ,DETROIT,MI,48236,Wayne,-0.05521438586699092,1.67,7078.0,-0.04427325161065635,0,7078,0.9816235084264955,19,19,-1.6422806324305275,201,343,-1.2115422888043066,199,343,-0.1599378807370102,459,532,0.44404585298775223,532,532,-1.5923483699113838,51,237,-0.6456812516128654,46,237,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.09159116426190086,113,199,-0.12356908643350721,62,199,0.6296731742781002,305,314,0.7256795969268701,49,52
230167,MCLAREN GREATER LANSING,401 W GREENLAWN AVE ,LANSING,MI,48910,Ingham,-0.055606663729009805,0.0,2783.0,-0.04427325161065635,0,2783,-0.46182301020488936,13,22,-0.6211479774555659,129,166,-0.3755749157683586,126,166,0.5070707071457397,151,151,0.44404585298775223,145,145,-0.18786587924477796,13,21,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.4913128618912635,18,29,,Not Available,Not Available,0.07748152490672437,52,63,,Not Available,Not Available
230193,MCLAREN LAPEER REGION,1375 N MAIN ST ,LAPEER,MI,48446,Lapeer,-0.055606663729009805,4.13,80616.0,-0.04427325161065635,.5,80616,0.6877122520050964,11,12,0.43418273608475305,192,197,0.5852265112947694,190,197,0.49248597125909077,337,338,0.38352791854042956,335,338,-0.038652657725220314,139,210,0.5140566593294175,108,210,Assessment of Patient Experience of Care,No,Non-Certified EHR Technology,No,1.0036215783236033,42,61,0.14485888426336604,21,61,0.674332951266327,116,118,-0.8248753029941701,22,35
230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE RD ,WARREN,MI,48093,Macomb,-0.050507051522764364,74.0,24293.0,-0.04427325161065635,0,24293,0.8260234314975197,65,68,-1.2201483470144,393,591,-0.8627550067658182,387,591,-0.618384745440679,458,596,0.44404585298775223,595,595,-2.032683890759309,31,350,-1.090090501058893,25,350,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.7572902485935996,265,404,0.9961121124366306,181,404,0.522565404043625,298,316,0.7256795969268701,118,126
230207,MCLAREN OAKLAND,50 NORTH PERRY ST ,PONTIAC,MI,48342,Oakland,-0.055606663729009805,0.0,6002.0,-0.04427325161065635,0,6002,,Not Available,Not Available,-2.0435734759083903,258,505,-1.7024627259898466,240,505,0.24357314546028005,436,461,0.42976634036535066,467,468,-1.3853976314402023,25,91,,Not Available,Not Available,Assessment of Patient Experience of Care,No,Paper or Other Form,No,0.4754448927982264,73,118,0.0315773553454193,39,118,0.7382948352579394,276,276,1.0257869969115876,35,35
230216,MCLAREN PORT HURON HOSPITAL,1221 PINE GROVE AVE P. O. BOX 5011,PORT HURON,MI,48061,Saint Clair,-0.05246844083285876,12.0,6269.0,-0.04427325161065635,0,6269,,Not Available,Not Available,-0.0574143557922557,203,230,0.03960351110855496,195,230,0.1934988855827849,435,465,-0.11149518570283876,427,465,0.08308307078723934,200,287,0.3804079119410033,137,287,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.13919507154101177,62,108,0.2827668325113009,39,108,0.554735582382602,314,330,-0.22466050302473523,113,151
230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVE  ,LANSING,MI,48912,Ingham,-0.05286071869487764,17.21,10458.0,-0.008868244123776663,58.48,2702,-0.8277125335049986,19,39,-3.467067663691383,289,1182,-3.006440915809343,232,1182,0.38942050432677056,886,908,0.3617686612110556,896,907,-1.5231329128428708,79,336,-0.6047535864234594,69,336,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.2517820903439893,129,219,-0.13259877352116956,68,219,0.4896382803319668,555,594,-1.3250543029686994,39,73
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD ,SAULT STE MARIE,MI,49783,Chippewa,-0.054822108004972045,2.17,4092.0,-0.04427325161065635,0,4092,,Not Available,Not Available,0.28723795318673395,537,567,0.43795038013910714,529,567,0.5070707071457397,447,447,0.2767715622681867,436,447,-0.2515162744384354,164,273,0.42894160340454657,134,273,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.8086722437520049,55,83,0.1867237971243461,29,83,-2.3148443254541187,29,150,0.8757332969192289,31,32
230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE ,ROCHESTER,MI,48307,Oakland,-0.055606663729009805,0.57,5272.0,-0.037192250113280416,22.67,5272,-2.046403385461196,19,134,0.48334244527245407,731,743,0.5501607657815166,712,744,-0.09527888497286617,502,573,-0.17201312015016143,522,574,-0.7280246974729204,83,179,0.269939435102341,80,179,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,1.0383799868131138,70,101,2.032884366229142,58,101,0.6890933860336221,381,386,0.07544689695998226,29,36
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN STREET ,CHELSEA,MI,48118,Washtenaw,-0.036777326352103575,73.0,6303.0,-0.04309308469442703,5,6303,,Not Available,Not Available,-0.9353426405247847,181,252,-1.2339843659327887,145,252,0.4166453446485156,476,485,0.38896773287277303,489,493,-0.05743474155285667,151,230,-0.7974395853682735,35,230,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,1.365562397160021,81,110,1.1988696315868688,52,110,0.5520862735782154,309,325,1.0257869969115876,62,62
230270,BEAUMONT HOSPITAL - TAYLOR,10000 TELEGRAPH ROAD ,TAYLOR,MI,48180,Wayne,0.0679608628069373,659.02,8706.0,-0.042699695722350585,8.18,8706,,Not Available,Not Available,0.23380348667836337,283,302,0.14760600728937384,263,302,0.460399552308463,516,521,0.3916876400389453,517,521,-0.4574235638080814,150,277,0.16816355971983601,116,277,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,0.3507679927815065,171,284,0.8738008964310221,123,284,0.191023330808995,142,166,0.9757690969141347,210,212
230273,DETROIT RECEIVING HOSPITAL,4201 ST ANTOINE ST  ,DETROIT,MI,48201,Wayne,0.05580024908435204,436.63,6417.0,-0.04348647366650347,3,6417,,Not Available,Not Available,0.44219790606100895,286,293,0.12890427634897206,254,293,0.4686642359775635,503,507,0.44404585298775223,509,509,0.5933296814380346,259,307,0.11419699234619443,124,307,Assessment of Patient Experience of Care,Yes,Certified EHR Technology,Yes,-0.6390910315936641,114,242,-0.30662547011975416,70,242,0.7382948352579394,311,311,0.7756974969243231,123,129
230275,HEALTHSOURCE SAGINAW,3340 HOSPITAL RD ,SAGINAW,MI,48603,Saginaw,-0.03952327138623574,226.1,23168.0,-0.04309308469442703,17.9,23168,,Not Available,Not Available,0.2909783658423203,781,824,0.3537925909073004,754,824,0.473525814606447,288,290,0.3502090557548253,286,290,-1.0942753321118346,62,173,-0.15527365279467323,57,173,Assessment of Patient Experience of Care,Yes,Paper or Other Form,No,0.3515236103573653,162,269,0.0036674134380994482,88,269,-1.8731667004942858,93,300,-2.4254481029126636,71,231
